# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LINC00941	ENSG00000235884	ENST00000547804	lincRNA	0	0	0	33	0	0	0	0	0	0	5	0	18	0	2	0	0	0	0	0	0	0	0	0	8
LINC00941	ENSG00000235884	ENST00000550292	lincRNA	0	0	0	32	0	0	0	0	0	0	10	0	12	0	2	0	0	0	0	0	0	0	0	0	8
LINC00941	ENSG00000235884	ENST00000551972	lincRNA	0	0	0	25	0	0	0	0	0	0	5	0	2	0	2	0	0	0	0	0	0	0	0	0	16
LINC00955	ENSG00000216560	ENST00000502775	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LINC00955	ENSG00000216560	ENST00000514422	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LINC00961	ENSG00000235387	ENST00000443779	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC00961	ENSG00000235387	ENST00000636776	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC00961	ENSG00000235387	ENST00000638062	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC00964	ENSG00000249816	ENST00000528090	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00969	ENSG00000242086	ENST00000425425	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00969	ENSG00000242086	ENST00000429897	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00969	ENSG00000242086	ENST00000445430	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00969	ENSG00000242086	ENST00000452844	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00969	ENSG00000242086	ENST00000453324	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00969	ENSG00000242086	ENST00000457233	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00971	ENSG00000242641	ENST00000482721	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LINC00971	ENSG00000242641	ENST00000484892	lincRNA	0	0	0	24	0	0	0	0	0	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0
LINC00971	ENSG00000242641	ENST00000491849	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00996	ENSG00000242258	ENST00000477392	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01013	ENSG00000228495	ENST00000443303	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01013	ENSG00000228495	ENST00000458028	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01015	ENSG00000224582	ENST00000434657	antisense	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01015	ENSG00000224582	ENST00000445296	antisense	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01018	ENSG00000250056	ENST00000505626	lincRNA	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2
LINC01018	ENSG00000250056	ENST00000507582	lincRNA	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2
LINC01018	ENSG00000250056	ENST00000507628	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LINC01018	ENSG00000250056	ENST00000513844	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LINC01035	ENSG00000226486	ENST00000445072	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LINC01053	ENSG00000238169	ENST00000457628	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000421997	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000424505	transcribed_processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000432162	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000442418	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000452922	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000456551	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01057	ENSG00000224081	ENST00000634339	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000634870	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000634937	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000635184	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000635408	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LINC01057	ENSG00000224081	ENST00000635440	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
LINC01060	ENSG00000249378	ENST00000503458	lincRNA	0	0	0	8	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC01060	ENSG00000249378	ENST00000503580	lincRNA	0	0	0	44	0	0	0	0	0	0	2	0	42	0	0	0	0	0	0	0	0	0	0	0	0
LINC01060	ENSG00000249378	ENST00000510005	lincRNA	0	0	0	8	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC01060	ENSG00000249378	ENST00000510832	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01060	ENSG00000249378	ENST00000512839	lincRNA	0	0	0	43	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	7
LINC01060	ENSG00000249378	ENST00000513313	lincRNA	0	0	0	43	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	7
LINC01076	ENSG00000225105	ENST00000435725	lincRNA	0	0	0	6	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3
LINC01089	ENSG00000212694	ENST00000428029	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000429892	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000535614	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000535643	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000536662	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000537157	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000538335	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000541694	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000542933	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000543167	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000543334	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01089	ENSG00000212694	ENST00000545885	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01090	ENSG00000231689	ENST00000415357	lincRNA	0	0	0	5	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01090	ENSG00000231689	ENST00000434418	lincRNA	0	0	0	224	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0
LINC01090	ENSG00000231689	ENST00000632331	lincRNA	0	0	0	67	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
LINC01098	ENSG00000231171	ENST00000507870	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01121	ENSG00000205054	ENST00000430650	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01122	ENSG00000233723	ENST00000422723	lincRNA	0	0	0	18	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
LINC01122	ENSG00000233723	ENST00000427421	lincRNA	0	0	0	19	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
LINC01122	ENSG00000233723	ENST00000429095	lincRNA	0	0	0	18	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
LINC01122	ENSG00000233723	ENST00000429664	lincRNA	0	0	0	18	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
LINC01122	ENSG00000233723	ENST00000449448	lincRNA	0	0	0	19	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
LINC01122	ENSG00000233723	ENST00000452840	lincRNA	0	0	0	19	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
LINC01122	ENSG00000233723	ENST00000455219	lincRNA	0	0	0	13	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0
LINC01125	ENSG00000228486	ENST00000428157	retained_intron	0	0	0	9	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000445382	retained_intron	0	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4
LINC01125	ENSG00000228486	ENST00000450072	processed_transcript	0	0	0	14	0	0	0	0	0	0	5	0	7	0	1	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000451384	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000458149	nonsense_mediated_decay	0	0	0	14	1	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000594273	retained_intron	0	0	0	10	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	4
LINC01125	ENSG00000228486	ENST00000595492	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000595588	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000596069	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000596356	nonsense_mediated_decay	0	0	0	14	1	0	0	0	0	0	3	0	5	0	2	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000596529	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000597654	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000597941	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000598144	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000598737	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000598824	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000599015	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000599435	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000599501	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000599959	nonsense_mediated_decay	0	0	0	12	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000600331	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000600606	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000601127	processed_transcript	0	0	0	9	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000601499	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000601509	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000601580	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000603172	processed_transcript	0	0	0	10	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000604793	processed_transcript	0	0	0	9	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000604986	processed_transcript	0	0	0	9	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000605017	processed_transcript	0	0	0	8	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000605282	processed_transcript	0	0	0	10	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000605866	processed_transcript	0	0	0	10	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000608777	processed_transcript	0	0	0	9	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000609004	processed_transcript	0	0	0	9	0	0	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000609295	processed_transcript	0	0	0	9	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000609418	retained_intron	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000609604	processed_transcript	0	0	0	10	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000609622	processed_transcript	0	0	0	10	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000609703	processed_transcript	0	0	0	10	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LINC01125	ENSG00000228486	ENST00000615201	retained_intron	0	0	0	12	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	6
LINC01125	ENSG00000228486	ENST00000615478	retained_intron	0	0	0	9	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000627012	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	0	4	0	5	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000627137	nonsense_mediated_decay	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
LINC01125	ENSG00000228486	ENST00000627284	protein_coding	0	0	1	12	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000627399	protein_coding	0	1	0	12	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	3
LINC01125	ENSG00000228486	ENST00000628434	processed_transcript	0	0	0	12	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	5
LINC01125	ENSG00000228486	ENST00000628992	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000629840	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000629956	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000630892	processed_transcript	0	0	0	12	0	0	0	0	0	0	3	0	5	0	1	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000631206	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3
LINC01125	ENSG00000228486	ENST00000631224	processed_transcript	0	0	0	9	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	1
LINC01135	ENSG00000234807	ENST00000419531	lincRNA	0	0	0	12	0	0	0	0	0	0	3	0	8	0	1	0	0	0	0	0	0	0	0	0	0
LINC01152	ENSG00000256124	ENST00000472655	lincRNA	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01152	ENSG00000256124	ENST00000538810	lincRNA	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01162	ENSG00000232790	ENST00000447262	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01166	ENSG00000232903	ENST00000443633	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
LINC01168	ENSG00000240707	ENST00000461291	lincRNA	0	1	0	30	0	0	0	0	0	0	17	0	9	0	5	0	0	0	1	0	0	0	0	0	0
LINC01169	ENSG00000259471	ENST00000558797	lincRNA	0	0	0	21	0	0	0	0	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0	0
LINC01170	ENSG00000253807	ENST00000628324	lincRNA	0	0	0	13	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
LINC01179	ENSG00000249500	ENST00000507838	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01182	ENSG00000250634	ENST00000510907	lincRNA	0	0	0	49	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
LINC01191	ENSG00000234199	ENST00000412690	lincRNA	0	0	0	16	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1
LINC01194	ENSG00000248131	ENST00000505196	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01197	ENSG00000248441	ENST00000508732	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LINC01197	ENSG00000248441	ENST00000556899	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LINC01197	ENSG00000248441	ENST00000611265	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LINC01197	ENSG00000248441	ENST00000614853	lincRNA	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01202	ENSG00000280776	ENST00000625268	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000467313	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000474045	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000476815	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000482787	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000490001	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000596820	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000600750	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000608042	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2
LINC01206	ENSG00000242512	ENST00000608102	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2
LINC01206	ENSG00000242512	ENST00000608336	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000609052	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000609168	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
LINC01206	ENSG00000242512	ENST00000609852	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000614303	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000625373	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000625703	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000625878	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000627619	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000627678	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
LINC01206	ENSG00000242512	ENST00000627881	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000628320	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000628468	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000628718	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
LINC01206	ENSG00000242512	ENST00000629003	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000629026	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
LINC01206	ENSG00000242512	ENST00000629138	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000630341	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000630400	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LINC01206	ENSG00000242512	ENST00000630787	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
